URL,question,selected_subquestion,complete_question,ticker,market_price,volume,resolution_date,days_remaining,gemini_probability,opus_probability,opus_2_probability,median_probability,data_retrieved_at
https://kalshi.com/markets/kxeconstatcpi/,CPI month-over-month in Jun 2026?,Exactly -0.1%,CPI month-over-month in Jun 2026? [Subquestion: Exactly -0.1%],KXECONSTATCPI-26JUN-T-0.1,8,181129,2026-07-14,138,8,7,7,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxnasdaq100y/,Nasdaq-100 close price end of 2026?,"18,999.99 or below","Nasdaq-100 close price end of 2026? [Subquestion: 18,999.99 or below]",KXNASDAQ100Y-26DEC31H1600-T19000,17,356769,2026-12-31,308,17,15,15,15,2026-02-26 16:09:10
https://kalshi.com/markets/kxnasdaq100y/,Nasdaq-100 close price end of 2026?,"25,500 to 25,999.99","Nasdaq-100 close price end of 2026? [Subquestion: 25,500 to 25,999.99]",KXNASDAQ100Y-26DEC31H1600-B25750,6,20188,2026-12-31,308,5,6,6,6,2026-02-26 16:09:10
https://kalshi.com/markets/kxvpresnomr/,Who will be the Republican VP nominee in 2028?,Marco Rubio,Who will be the Republican VP nominee in 2028? [Subquestion: Marco Rubio],KXVPRESNOMR-28-MR,29,147248,2028-11-07,985,25,26,27,26,2026-02-26 16:09:10
https://kalshi.com/markets/kxfederalcharge/,Who will be charged with a federal crime in 2026?,Barack Obama,Who will be charged with a federal crime in 2026? [Subquestion: Barack Obama],KXFEDERALCHARGE-27JAN01-BOBA,8,36012,2027-01-01,309,9,7,7,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxusaexpandterritory/,Will the US acquire any new territory?,Before Jan 2027,Will the US acquire any new territory? [Subquestion: Before Jan 2027],KXUSAEXPANDTERRITORY-27JAN01,23,71061,2027-01-01,308,14,14,12,14,2026-02-26 16:09:10
https://kalshi.com/markets/kxusaexpandterritory/,Will the US acquire any new territory?,Before Jul 2026,Will the US acquire any new territory? [Subquestion: Before Jul 2026],KXUSAEXPANDTERRITORY-26JUL01,5,66658,2026-07-01,124,4,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxusdbrlmax/,USD/BRL high in 20​26,7 or above,USD/BRL high in 20​26 [Subquestion: 7 or above],KXUSDBRLMAX-26DEC31-T6.9999,10,264491,2026-12-31,308,7,8,8,8,2026-02-26 16:09:10
https://kalshi.com/markets/kxusdbrlmax/,USD/BRL high in 20​26,6.5 or above,USD/BRL high in 20​26 [Subquestion: 6.5 or above],KXUSDBRLMAX-26DEC31-T6.4999,9,122406,2026-12-31,308,7,7,7,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovohnomr/,Ohio Republican Governor nominee?,Vivek Ramaswamy,Ohio Republican Governor nominee? [Subquestion: Vivek Ramaswamy],KXGOVOHNOMR-26-VR,95,319502,2026-05-05,68,96,96,96,96,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovohnomr/,Ohio Republican Governor nominee?,Casey Putsch,Ohio Republican Governor nominee? [Subquestion: Casey Putsch],KXGOVOHNOMR-26-CPUT,6,178787,2026-05-05,68,3,5,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxspacexstarship/,SpaceX Starship 12th launch?,Before April,SpaceX Starship 12th launch? [Subquestion: Before April],KXSPACEXSTARSHIP-12-26MAR31,25,344986,2026-04-01,33,15,22,23,22,2026-02-26 16:09:10
https://kalshi.com/markets/kxspacexstarship/,SpaceX Starship 12th launch?,Before May,SpaceX Starship 12th launch? [Subquestion: Before May],KXSPACEXSTARSHIP-12-26APR30,90,16400,2026-05-01,63,82,89,88,88,2026-02-26 16:09:10
https://kalshi.com/markets/kxbrpres/,Brazil Presidential election winner?,Tarcísio de Freitas,Brazil Presidential election winner? [Subquestion: Tarcísio de Freitas],KXBRPRES-26-TDF,3,159774,2026-10-25,241,3,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxbrpres/,Brazil Presidential election winner?,Flávio Bolsonaro,Brazil Presidential election winner? [Subquestion: Flávio Bolsonaro],KXBRPRES-26-FBOL,36,123246,2026-10-25,241,40,34,35,35,2026-02-26 16:09:10
https://kalshi.com/markets/kxstate51/,What will be the 51st state in Trump's term?,Greenland,What will be the 51st state in Trump's term? [Subquestion: Greenland],KXSTATE51-29-GL,5,233420,2029-01-20,1058,4,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxstate51/,What will be the 51st state in Trump's term?,Canada,What will be the 51st state in Trump's term? [Subquestion: Canada],KXSTATE51-29-CA,4,88608,,,3,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxcanal/,Will Trump take back the Panama Canal?,N/A - single market,Will Trump take back the Panama Canal?,KXCANAL-29,31,482616,2029-01-20,1059,15,14,14,14,2026-02-26 16:09:10
https://kalshi.com/markets/kxnberrecessq/,When will the next US recession start?,Q4 2025,When will the next US recession start? [Subquestion: Q4 2025],KXNBERRECESSQ-Q4-2025,3,75918,2026-12-31,308,3,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxnberrecessq/,When will the next US recession start?,Q1 2026,When will the next US recession start? [Subquestion: Q1 2026],KXNBERRECESSQ-Q1-2026,7,59781,"December 31, 2026",308,6,6,6,6,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovmnnomd/,Minnesota Democratic Governor nominee?,Amy Klobuchar,Minnesota Democratic Governor nominee? [Subquestion: Amy Klobuchar],KXGOVMNNOMD-26-AKLO,94,102850,2026-08-11,531,96,95,95,95,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcpicore/,CPI core month-over-month in May 2026?,Exactly -0.1%,CPI core month-over-month in May 2026? [Subquestion: Exactly -0.1%],KXECONSTATCPICORE-26MAY-T-0.1,6,288991,2026-06-10,104,3,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcpicore/,CPI core month-over-month in May 2026?,Exactly -0.2%,CPI core month-over-month in May 2026? [Subquestion: Exactly -0.2%],KXECONSTATCPICORE-26MAY-T-0.2,7,36346,2026-06-10,104,3,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxga14s/,GA-14 special election winner?,Colton Moore,GA-14 special election winner? [Subquestion: Colton Moore],KXGA14S-26-CMOR,7,77380,2026-03-10,12,9,13,11,11,2026-02-26 16:09:10
https://kalshi.com/markets/kxga14s/,GA-14 special election winner?,Shawn Harris,GA-14 special election winner? [Subquestion: Shawn Harris],KXGA14S-26-SHAR,7,44653,"March 10, 2026 (Special General); April 7, 2026 (Potential Runoff)",12,5,6,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxmeasles/,Measles cases in 2026?,Above 10000,Measles cases in 2026? [Subquestion: Above 10000],KXMEASLES-26-10000,23,80183,2027-01-01,308,20,25,22,22,2026-02-26 16:09:10
https://kalshi.com/markets/kxmeasles/,Measles cases in 2026?,Above 4000,Measles cases in 2026? [Subquestion: Above 4000],KXMEASLES-26-4000,65,60305,2027-01-01,308,58,67,63,63,2026-02-26 16:09:10
https://kalshi.com/markets/kxoscarintlfilm/,2026 Oscar for Best International Feature Film?,Sentimental Value,2026 Oscar for Best International Feature Film? [Subquestion: Sentimental Value],KXOSCARINTLFILM-26-SEN,69,137692,2026-03-15,17,82,73,73,73,2026-02-26 16:09:10
https://kalshi.com/markets/kxtxsencombo/,2026 Texas Senate matchup?,Talarico vs. Paxton,2026 Texas Senate matchup? [Subquestion: Talarico vs. Paxton],KXTXSENCOMBO-26NOV-TALPAX,62,200899,2026-11-03,250,35,50,45,45,2026-02-26 16:09:10
https://kalshi.com/markets/kxtxsencombo/,2026 Texas Senate matchup?,Crockett vs. Paxton,2026 Texas Senate matchup? [Subquestion: Crockett vs. Paxton],KXTXSENCOMBO-26NOV-CROPAX,25,101546,2026-11-03,250,35,32,32,32,2026-02-26 16:09:10
https://kalshi.com/markets/kxfedchairconfirmed/,Will Kevin Warsh be confirmed as Fed Chair?,"Before Aug 1, 2026","Will Kevin Warsh be confirmed as Fed Chair? [Subquestion: Before Aug 1, 2026]",KXFEDCHAIRCONFIRMED-26AUG01,86,69791,2026-08-01,156,89,87,88,88,2026-02-26 16:09:10
https://kalshi.com/markets/kxfedchairconfirmed/,Will Kevin Warsh be confirmed as Fed Chair?,"Before Apr 1, 2026","Will Kevin Warsh be confirmed as Fed Chair? [Subquestion: Before Apr 1, 2026]",KXFEDCHAIRCONFIRMED-26APR01,4,68115,2026-04-01,34,5,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxrecssnber/,Recession this year?,N/A - single market,Recession this year?,KXRECSSNBER-26,22,397734,2027-01-31,339,22,19,19,19,2026-02-26 16:09:10
https://kalshi.com/markets/kxranklistsongspotusa/,Who will have a #1 song on Spotify USA in February?,Olivia Dean,Who will have a #1 song on Spotify USA in February? [Subquestion: Olivia Dean],KXRANKLISTSONGSPOTUSA-26MAR01-OLI,3,30011,2026-03-01,2,3,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kx2028drun/,Who will run for the Democratic presidential nomination in 2028?,Kamala Harris,Who will run for the Democratic presidential nomination in 2028? [Subquestion: Kamala Harris],KX2028DRUN-28-KHAR,60,63923,2028-01-01,674,72,78,80,78,2026-02-26 16:09:10
https://kalshi.com/markets/kxgoldcards/,How many Gold Cards will Trump issue before May?,0,How many Gold Cards will Trump issue before May? [Subquestion: 0],KXGOLDCARDS-26-B0.0,77,110180,2026-05-01,64,82,79,79,79,2026-02-26 16:09:10
https://kalshi.com/markets/kxgoldcards/,How many Gold Cards will Trump issue before May?,"Above 1,000","How many Gold Cards will Trump issue before May? [Subquestion: Above 1,000]",KXGOLDCARDS-26-T500.0,12,80824,2026-05-01,64,10,8,8,8,2026-02-26 16:09:10
https://kalshi.com/markets/kxtariffrefund/,Will a court order a tariff refund?,Before July 2026,Will a court order a tariff refund? [Subquestion: Before July 2026],KXTARIFFREFUND-25-26JUN30,59,118127,2026-07-01 03:59:00 UTC,125,44,63,65,63,2026-02-26 16:09:10
https://kalshi.com/markets/kxtariffrefund/,Will a court order a tariff refund?,Before 2027,Will a court order a tariff refund? [Subquestion: Before 2027],KXTARIFFREFUND-25-26DEC,78,64984,2027-01-01,308,81,85,87,85,2026-02-26 16:09:10
https://kalshi.com/markets/kxtrumpbullcasecombo/,2026: Trump's dream year?,N/A - single market,2026: Trump's dream year?,KXTRUMPBULLCASECOMBO-27DEC-26,8,343904,2026-12-31,308,7,5,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxnextukpm/,Who will be the next Prime Minister of the UK?,Nigel Farage,Who will be the next Prime Minister of the UK? [Subquestion: Nigel Farage],KXNEXTUKPM-30-NF,12,97114,2030-01-01,1404,10,9,10,10,2026-02-26 16:09:10
https://kalshi.com/markets/kxnextukpm/,Who will be the next Prime Minister of the UK?,Rupert Lowe,Who will be the next Prime Minister of the UK? [Subquestion: Rupert Lowe],KXNEXTUKPM-30-RLOW,13,87434,2030-01-01,1405,4,4,3,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxcryptostructure/,Will crypto market structure legislation become law?,Before April,Will crypto market structure legislation become law? [Subquestion: Before April],KXCRYPTOSTRUCTURE-26JAN-APR,3,52279,2026-04-01,33,4,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxcryptostructure/,Will crypto market structure legislation become law?,Before 2027,Will crypto market structure legislation become law? [Subquestion: Before 2027],KXCRYPTOSTRUCTURE-26JAN-27,69,46908,2027-01-01,309,67,68,68,68,2026-02-26 16:09:10
https://kalshi.com/markets/kxelectionbill/,Will proof of citizenship be required for federal voter registration?,"Before May 1, 2026","Will proof of citizenship be required for federal voter registration? [Subquestion: Before May 1, 2026]",KXELECTIONBILL-26MAY01,6,180389,2026-05-01,64,5,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxelectionbill/,Will proof of citizenship be required for federal voter registration?,"Before Jan 1, 2027","Will proof of citizenship be required for federal voter registration? [Subquestion: Before Jan 1, 2027]",KXELECTIONBILL-27JAN01,23,145833,2027-01-01,309,13,18,17,17,2026-02-26 16:09:10
https://kalshi.com/markets/kxpahlavihead/,Will Reza Pahlavi lead Iran in 2026?,N/A - single market,Will Reza Pahlavi lead Iran in 2026?,KXPAHLAVIHEAD-27JAN-RPAH,18,324746,2027-01-01,309,16,10,12,12,2026-02-26 16:09:10
